Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Lot_Size,Garage_Size,Neighborhood_Quality,House_Price
3482,3,2,1999,2.778486392094210,0,8,775422.1168993580
3794,1,1,1987,2.0768596250458900,0,1,783176.6365627200
1656,1,3,1976,4.608189521486100,2,10,392725.1966639870
1232,4,3,1964,2.028966090344800,2,9,297268.39963389
4830,1,2,2010,2.550286203967630,2,4,1027285.7703285800
1453,4,3,1970,3.551512239293940,0,4,367172.5872737960
3039,4,3,1995,2.9435964389004400,0,3,697780.778011206
3824,1,2,2018,2.0609868936397400,0,6,802714.096172766
3801,2,3,1955,2.4604015570542900,1,1,783978.6474904560
2042,2,3,1987,4.075163680340780,0,6,475471.17666867900
1691,4,3,2011,1.751581199689760,2,2,427302.04370052700
3493,1,1,2011,1.1401485789956700,2,9,724420.5096752370
3181,2,2,1995,1.909234408234000,0,2,690319.8868147180
1717,1,2,1962,4.322903969695560,0,7,383644.17774445900
2040,1,2,1952,0.90045371685356,2,1,379109.0941130740
3736,1,1,1955,4.962632330176030,0,7,758293.3788835380
2886,5,1,1957,2.9345130451744800,2,5,619360.9693678390
4219,1,2,1993,4.931805847851920,1,8,923122.1141786920
1888,5,1,1982,4.725483899386900,2,4,477884.3169302660
2356,4,2,1999,2.5376617139491300,1,10,558796.2539569190
1865,2,1,1960,1.393209835724070,0,7,366797.3447576700
999,2,3,1977,1.241981494543120,0,6,226125.4126756760
2180,2,3,2019,1.5799521374148100,1,5,507967.8360673270
1010,2,2,1990,3.6955968825404200,0,4,246540.96593599600
4812,2,1,1965,1.7282749762917000,1,7,961367.1393329060
1824,2,1,2017,2.0364137132193400,0,5,427947.1030973770
1655,2,3,1997,2.5195046179757700,2,5,396277.33998439000
2327,4,3,2005,4.609547061896550,0,1,585574.1096146860
3641,1,1,2013,1.3522703804818100,2,2,763296.5725547660
3986,3,1,2008,0.5226194867441140,2,5,827741.1738157430
2310,5,1,2011,0.7704338467017660,1,3,523323.0670600650
3423,3,1,1960,4.5714485375605300,0,2,731262.2024937340
2714,3,1,1967,3.413824091795130,1,4,574450.4841823130
4686,1,1,1968,1.7286827869751300,0,4,923773.1293560600
1213,1,2,2004,1.29736625455036,2,4,269665.86139839600
4102,1,1,1975,1.8242003148670100,2,4,838955.4538986460
4634,2,3,1955,1.0165861726307600,0,3,915104.2350135810
4022,4,2,1953,4.736898096279990,0,7,875981.0268954620
4768,2,1,1978,4.028927784643700,1,9,1017321.3952750600
1743,4,3,2008,2.5807602961064300,0,5,435500.94479437900
4209,4,2,1966,4.392331723018410,0,4,896600.4885198030
1581,3,3,1992,1.6225619193195500,0,2,342679.45001246000
955,3,1,2015,3.7270425581248700,1,2,267185.26764160500
1394,4,1,1983,4.352596245561850,0,5,338350.5954344410
1884,4,1,1957,2.1054592023047300,2,7,414166.584309186
2458,2,1,1962,3.9085900045282300,1,10,523387.09594019300
3572,2,2,1957,1.827825571689390,1,10,720713.4288162610
2496,3,2,2014,1.8448571086656400,2,9,551668.6465406330
4785,1,3,1992,0.9817573034938370,2,7,972746.6952602350
1004,4,1,1988,2.480261209292290,2,5,269874.7159038470
1714,2,3,2008,3.7837035792384,0,10,431423.2948124020
2031,3,2,1993,4.7309936250707800,2,10,501692.8515892060
3940,2,1,1958,3.2170864636809300,0,10,804904.7205412150
1323,4,1,1986,4.384109919810830,1,6,362719.62685852100
1428,4,2,1985,4.201225921806020,1,3,369407.96419172000
633,5,2,1977,1.280043738388760,2,5,176494.35410241200
2605,1,2,1991,2.6861784301068400,0,8,557218.6456389160
4127,5,2,1992,1.0261559098642600,2,1,909713.4350007040
2352,3,2,1991,3.5696892270273600,2,1,526951.7757612200
4675,2,1,2015,4.774548507107340,0,7,1033450.4577545000
3433,3,2,2004,1.1169025613544000,2,5,739205.5159327250
3784,4,1,2021,3.8024740886114400,1,5,870504.8285910130
4798,5,1,1997,3.3450716789053700,2,1,1045202.3496436300
3311,5,2,1971,3.126222666536450,0,9,722603.6896894620
1750,5,2,1976,2.2555410560975300,0,1,409947.22163611800
4012,3,1,2016,2.0980924148921600,1,5,901000.4882338210
1756,4,2,1962,0.7036213505849950,0,10,364834.6821527960
3876,2,2,1994,1.4805891871340600,0,9,795928.1818267060
3986,2,2,1959,0.5682959702907210,1,4,778486.8427341340
4084,3,3,1958,3.1163769751190900,2,8,858011.5135429480
1896,5,1,2003,0.9763395614505900,1,6,418888.6616954590
4137,1,3,1976,4.428587273133720,2,3,887527.9071799920
3830,3,2,1983,2.8541435931372400,1,4,827140.4447152760
3203,3,3,1950,3.648604590764190,2,2,673586.747670695
970,4,2,1981,2.3488569132822300,1,1,258717.68020973900
1853,2,3,2020,3.022609140504720,2,8,471816.88531841400
3283,3,2,2016,4.741966296349840,1,1,764387.1612255370
3331,3,3,1969,0.8723031783065190,2,1,687869.2513012190
857,5,3,1984,1.6427199736566300,1,4,252024.0176812600
3519,5,3,1966,4.009947471097450,0,10,788284.6902015210
1167,1,1,1967,0.9443174309719960,2,10,219652.59801356100
4968,4,3,1994,0.8404749675684990,1,6,1043830.2913439200
1645,1,1,2002,2.1269362943931700,2,9,368670.1351204140
4685,5,2,2017,0.9147558131259450,2,1,1015603.7016174700
4219,2,3,2014,3.132852989927910,1,7,909745.2997917290
3245,5,2,1950,1.5182386286747000,2,10,695195.3585354680
1039,4,2,2007,4.530640834397180,1,5,322312.8625079520
3279,5,3,1975,4.025750363803660,0,8,746167.7281082800
4636,4,1,1969,3.6486734274476400,2,7,985351.0239129460
4275,4,3,1959,3.2762481232302600,0,4,896792.553841208
3008,4,2,2008,4.3855957865365900,2,4,716524.6919885610
3279,4,2,1990,1.5037792769424100,2,6,695362.741532193
1424,4,3,1954,4.428989792439020,2,6,379005.71186711800
3456,2,1,2014,4.052715342908240,1,9,763645.6101594000
2081,1,1,1966,3.866723718744590,0,5,424881.192942697
3824,3,2,1971,3.0256505513371600,2,8,809782.1662261930
4985,1,2,1990,1.6080987243677000,1,5,1032002.2381140400
755,4,1,2017,2.4059656219635300,2,2,239234.57432208000
2338,2,3,2018,4.071067945424610,1,6,560304.6612210650
2444,5,2,1960,0.64300317960796,2,9,523988.4313016930
509,2,1,2005,4.019228461686910,0,3,179398.43319315900
3371,4,2,2000,1.5803183321940500,0,1,736289.1245550750
1297,2,3,1970,1.1493914032472100,2,1,284798.2134604170
1515,2,1,1975,1.0206559318113600,1,3,327253.4579829950
2324,4,2,1968,0.622625053778668,2,10,506990.3247570410
4969,2,3,2009,2.856139183496540,1,5,1064774.9343224200
3636,3,2,2020,1.4821694271217800,2,3,818671.3913349380
2693,3,3,1996,4.952442946008340,1,9,648718.3260877140
723,2,3,2020,3.084965401424930,0,8,236865.43918275100
4658,5,1,1975,1.1204837121020500,2,3,951484.5473650970
4425,4,3,1989,3.599431433651140,0,9,967287.6138508850
4500,3,2,1954,4.539846049293760,0,6,936969.4548360410
2133,5,3,1970,3.8533077291632600,2,7,523680.204086382
2652,2,3,1953,0.8439793746775150,2,4,537770.4956241910
1010,5,1,1972,4.531478815366970,1,4,261227.3187203410
884,1,3,1964,4.072682236369840,1,2,217669.88490550500
904,3,3,1957,1.2123675504752600,0,5,198204.1283050720
2500,2,2,1990,0.7330364992976760,1,8,517128.7578663310
3256,4,1,1968,3.007897588914390,1,7,701609.1002837390
2168,2,1,1995,1.202161151029900,2,7,465144.0719417190
1960,4,1,1977,4.255659286678730,1,6,466251.49161970700
4136,2,3,2017,2.112505955022530,0,3,894174.439544655
3224,5,1,1964,4.608016001314590,1,5,705754.4319783620
4678,5,3,1986,3.045596774634530,0,1,1007068.6501452700
2548,5,3,1950,1.3220257290785100,2,7,547523.9110807310
4646,1,2,2016,1.1281949031191000,0,9,965317.5061019750
1216,4,2,1973,3.094125969009890,1,1,299226.76708907600
2323,5,2,1976,3.928476253381000,2,2,548288.2433774920
2581,1,2,1989,4.016775414839820,1,3,570399.7427677900
3919,4,2,2012,1.7409083199857700,2,3,875382.7427446680
2074,2,3,2010,1.4191104151047500,2,8,473734.215407891
749,1,3,1985,0.5754033702157210,1,7,146020.40342022000
1173,3,1,1973,3.556396180405260,1,6,288382.46046148100
2665,1,3,1973,0.8445571629509250,2,10,537619.5908056170
1270,1,3,1953,2.3934254079466700,2,10,264215.33977452800
4462,4,2,2016,3.2075697380823300,1,4,1010589.32913523
4863,2,3,1983,4.7169902521385500,0,9,1047149.2482085700
2484,3,2,2006,1.9031096163009600,1,1,562238.4809757020
1577,5,1,1998,1.623974731009340,2,2,370970.3860521570
735,5,1,2002,3.443720694287440,1,4,238459.11589080200
888,1,3,1972,3.2865756442411200,0,3,215993.8951157030
3537,4,1,2018,1.9944940248865600,1,1,769763.673034886
2348,4,3,2002,4.676458259794040,2,5,594755.3248280680
3314,5,1,2011,4.301880473703350,1,7,779336.1178319980
3874,3,2,1990,1.5079214563928700,2,2,820831.6964017670
3778,2,2,2006,1.5761414544553500,2,5,818613.7108034130
1752,3,2,2009,2.8053515609918600,1,6,432824.65856336300
4481,2,2,2003,3.9810744577882400,2,7,996696.835850388
2622,5,3,2019,0.6981817072480900,2,1,604936.830452781
2650,2,1,2006,3.62000819180618,0,7,596659.3685492760
1829,4,3,1959,3.4170615382194400,0,4,417900.59093719100
1858,1,2,1989,1.541660431608450,0,8,376032.36153657600
2982,1,3,1956,3.5660885595860700,0,4,626454.2784147050
2517,5,1,1987,4.730824360634370,2,6,629609.0984680440
1831,4,3,2010,0.7105363023729580,1,9,432687.983790756
4844,3,1,1952,1.9384342488142800,2,5,979926.7246149520
4761,4,3,2000,2.4717952249986000,2,4,1041122.1131331300
1858,1,1,1996,4.546671615161100,2,8,433664.2275283450
3677,1,1,2017,4.8301765097412100,1,9,806645.0448680980
2628,4,2,1987,2.4985186092335000,0,4,576020.0443075490
2680,4,1,1985,3.87512785463986,2,3,600207.3340100810
637,1,2,1990,2.8924746069401700,2,8,190828.13988469400
3972,3,2,2018,2.9200232063361900,0,5,878049.2511558100
3332,5,2,1962,1.751447817798600,2,2,704212.5239765070
4079,5,3,2007,1.4763031063874600,1,10,909836.0848436900
3531,4,3,1999,1.796024056658190,2,9,771922.849821314
4664,5,3,1979,3.003476032656860,2,3,1010183.5001098100
3093,1,3,2011,0.6311983370994010,0,2,650748.6977489770
4800,1,1,1974,4.582620249603830,2,1,1018026.9936582900
4318,4,1,1976,1.203276692973990,2,8,897666.0008462980
4638,4,3,2000,1.4903990459212400,1,3,998439.2371139770
4323,4,1,2006,2.8322427940144100,0,7,938864.8192625760
4542,3,1,1996,3.6955164485177600,0,1,978835.1052830340
2406,5,2,1988,0.9307807463497880,1,1,533178.2402465390
1260,4,2,1965,1.9296261389622300,2,9,278644.6693366640
3945,2,2,1971,4.859035725084610,0,8,846346.3280926010
1399,2,2,2003,1.6805433505142600,0,3,310271.2636685360
4955,1,1,1970,1.908725652784160,2,6,995441.7102207710
3447,5,3,2021,4.264243207781150,2,3,830557.1687018350
2219,4,1,1965,0.7259649426070490,0,4,470083.2903669340
780,2,1,2008,2.590759259640370,2,1,217462.44505708800
3766,5,1,1980,2.208275440032520,0,5,787281.7359378720
2387,1,2,1991,1.9246404195889300,2,1,508927.8041870650
3766,3,2,1981,1.7856481732014400,2,1,799178.3100544010
1166,5,2,2008,0.9111834718718420,1,10,319601.3915396030
4688,5,3,1983,1.9167162320824200,2,7,1004456.2194818500
1171,3,1,1958,0.6937358122205090,1,6,206781.75744307100
2469,5,3,1960,4.0143373863999600,2,2,583183.4309103090
4656,1,2,1959,2.2920250728110500,0,2,913774.3890331690
3622,1,3,1966,2.497567245439600,0,7,734501.9542665190
4400,3,1,2017,4.521175639025590,2,1,987241.4297302740
1023,4,1,1997,3.4612474273754900,2,2,287822.37687763100
2893,2,2,2001,0.536265965039539,0,8,607535.6340463360
3617,4,2,1974,4.744286703325780,2,6,804727.9577270230
3093,5,3,1970,1.5671500968997000,1,2,665369.9589318280
2468,2,2,2014,0.9842638314193650,1,7,540221.2539417970
2253,3,2,2012,3.95657680271397,1,4,551444.6316158970
2796,3,1,2000,2.7521479214002300,1,2,621460.4905680830
2761,2,2,1985,2.451967547081080,1,6,596339.5709584420
2786,1,2,2015,1.622763858572340,2,9,617979.8529750030
4702,2,1,1964,2.963621704380430,2,9,967780.6667222160
3378,5,1,1988,1.7347307234116400,1,8,734156.8160862670
4643,1,3,2019,4.557123523791800,2,3,1021134.6211894100
4144,3,2,1950,1.4684201587993700,2,3,834328.5793736470
4932,2,1,1972,4.479598177050890,1,2,1040389.0481357800
2555,4,3,1988,3.0173244157731100,2,5,602549.2781823010
1776,4,3,2006,4.228196602528580,2,4,468699.44129559100
3266,5,2,1983,3.7078069813743000,2,7,738226.711971728
802,4,2,1990,3.6351280014653700,1,4,237185.91326914500
1138,2,3,2022,1.9595561346277500,2,9,315357.48101833000
555,2,1,1962,1.5525361916249200,0,2,111626.85342361600
1025,4,3,2019,1.4489880245635500,0,6,282660.2192955370
4623,2,2,1955,4.357362456768150,1,7,972040.0599877930
2625,5,1,2001,4.19192069116559,0,4,625113.6084591300
3787,1,1,1952,2.482580876055380,1,6,745395.8553692060
864,5,3,2012,1.0958207607340500,0,7,250123.469112831
2146,5,2,1998,2.2201351338985600,0,4,510968.1406545
1418,2,3,1996,3.2870455436161000,0,8,353161.46132211200
3297,1,3,2004,2.5448141951597900,1,9,740330.4672038730
2031,2,3,2013,4.010851708173480,1,1,496840.5291926290
3845,3,1,2014,4.989302700131230,2,7,888020.5575222680
2406,2,1,2016,1.3600943980200400,1,9,522309.4058721850
3586,2,2,1964,2.568428688468080,0,10,724033.5604571350
2575,2,2,1981,2.439427558643700,0,5,545482.7420093060
1213,1,3,2017,1.8702163973702800,1,2,305026.7707546250
1562,2,3,1967,1.391429825241300,1,10,355453.1829292210
2476,1,3,1992,0.7956145242034670,1,6,513292.75970622
1796,4,2,1984,4.492036927506640,2,7,442278.7666177530
625,3,1,2007,2.3893191395884300,0,2,185569.89426877000
4096,1,1,1982,2.7360298332502200,2,2,826494.0471232900
3783,4,3,1963,4.626239216904120,2,10,839074.0204275190
2103,1,3,1983,3.9933071488217700,0,10,474659.86005527800
566,1,3,2010,1.087255688527330,0,1,158454.83915736200
732,3,3,1953,3.044389854234840,1,4,190802.0703078010
2656,5,2,2008,2.490135244338020,1,7,619516.332475993
1669,5,1,1978,4.087449826604430,2,9,416605.60725276700
2658,1,3,1955,3.7590464642537700,1,3,551324.4886577000
4706,2,2,1998,3.6068257485998200,1,7,1000021.7606809200
1993,4,3,1989,2.032451759659540,0,7,462185.7241886990
4507,2,3,2014,4.122336786796650,0,7,985499.1963159840
2972,2,1,2018,0.7357608301768750,1,2,629290.1434469350
3160,1,3,1976,1.2183120564447500,0,6,627322.941247679
3239,1,1,1955,2.0103047284006000,1,2,638451.4027889120
2261,1,1,1962,0.8456334848117660,0,6,439898.8032648410
4014,1,1,2013,1.5574742489061100,0,10,821146.2339055580
2475,5,2,2011,4.235679423490630,0,3,594005.0065233840
2862,1,2,1968,4.767131920055360,0,2,613658.1099473300
1376,5,1,1992,1.8707106009838600,1,6,335417.6369743350
4312,5,3,1969,1.6903211179497700,2,2,919941.4098368200
3948,1,1,2017,1.759516935108920,0,5,823529.5488742900
1812,3,3,1993,1.7497358930788000,1,2,415639.64540792800
1960,4,1,1972,0.6616858198368790,1,3,407600.3914029590
3209,2,3,1951,4.671123558489990,0,3,694271.1623037980
2824,5,2,1971,1.4616416370664800,2,6,591174.1368528140
2233,4,3,2006,2.3900183333663200,0,6,525760.8806101800
2105,3,1,2021,0.5435909723343550,1,10,472291.952524426
3063,2,2,1956,4.360797909117760,2,3,647832.2075906590
3921,2,3,2005,3.7902080500471300,1,3,889364.8170683800
4017,5,3,2016,4.760402158281660,0,1,935451.9335719380
2897,1,3,1965,4.017269656383800,2,7,625246.1179756840
4235,3,3,2000,1.9116793042342900,1,8,917235.4105319370
3370,5,3,2021,1.6154301142779100,1,2,769318.6038261500
1660,3,2,1961,3.639723383989820,1,4,357130.1202818030
742,1,2,2002,2.1385074875472500,0,10,181191.0670440430
3090,1,2,1954,3.0479675708867700,2,7,641013.919122572
1563,5,2,1976,0.528158619619116,0,8,336153.4280264350
4824,1,1,1961,0.7784856575621390,0,1,924012.9418488420
3095,4,2,1966,2.90915573531743,0,4,670894.0581247890
1419,2,3,1955,3.047322409016740,2,6,312202.08717502100
505,5,3,1954,3.881538250067050,0,3,159121.4656145040
967,3,2,2006,1.0938439383078300,0,5,240302.2199712510
4670,4,3,1977,2.8093238769055000,0,10,1001847.3602497700
503,5,2,2018,1.3750143999426000,0,9,206042.35131646400
1145,1,3,2008,0.9193825380321260,1,3,275063.0991470560
617,1,1,1982,2.3472310732725000,0,5,147206.86576297100
3428,1,1,2011,1.2350149164007600,1,8,710065.5617561330
3051,1,2,1999,1.4980189018654300,0,6,624411.6024682870
4789,3,2,1968,1.9289956094127600,2,4,988358.2476373830
1346,4,2,2018,1.6672478033443800,1,8,351280.4162027620
3262,2,3,2015,0.8941608383267590,1,3,696027.2851612550
1641,3,2,1996,0.9046231018686600,1,3,364016.40122899000
2310,3,1,1988,1.3696223685537600,1,4,494537.51154549800
1223,2,3,2017,0.7275163458179250,2,9,307116.6791374500
724,2,2,1982,3.319056588546170,0,5,194628.72736203500
4708,1,3,1962,1.792970224290060,1,8,949404.2006657250
2548,3,3,2003,1.7588568549608200,2,6,574912.7662317120
4915,5,2,1956,1.9939923240699400,1,3,1011770.8785945600
2073,2,3,1963,3.4825832339437500,0,8,438849.2345292180
2328,2,1,1968,4.417852466675710,1,9,527715.5373919870
2417,4,1,2003,3.9158911965003700,2,8,580272.8715936990
4734,5,3,1969,3.773881536012930,0,4,1021159.6924822500
2526,5,2,1978,2.6797603352038200,2,6,567108.4842135330
4244,2,3,1973,3.622125006353350,0,1,926488.454118578
1401,1,1,2012,2.9874306561511200,0,4,321278.1795200380
2539,4,3,2006,1.47312737683938,0,8,572608.4313965300
509,5,3,1957,1.4386476548347300,1,1,140538.08318538200
760,2,1,2011,1.8337640309387800,2,3,211508.5901215240
2173,5,3,1978,4.598612019364160,2,1,552158.5008426190
2719,4,3,1966,2.9633667817087700,2,9,623326.5868033240
2560,4,2,2015,3.8025741965084100,0,2,622100.1895022330
4213,3,2,1955,2.059514419174460,1,9,845932.4082879500
2119,2,1,2007,2.3347209679935100,0,4,468251.3632686850
820,4,1,2018,1.0650451038676300,2,2,236054.00028315300
1842,3,1,1977,1.2708273101975200,1,4,405144.670068021
2876,3,2,2011,4.223104496717660,1,10,663568.5126665220
3332,5,1,1990,3.1317738425999700,1,6,755402.3726912520
3324,5,1,2018,2.018896096477190,2,7,759882.5851426220
2494,3,1,1990,4.112830440479960,1,3,578870.7619594940
3458,5,2,1998,1.6093395753709200,1,3,760720.1464642050
2538,4,3,1998,4.892147143700920,0,10,611557.8808542510
3990,1,1,2020,2.051679234857760,0,8,851283.9163168800
4177,4,3,1952,2.0178992936805200,1,5,870212.7996762640
1618,3,1,1959,1.9036035749151700,1,4,340874.6232811250
2104,3,3,1984,1.0495018216593000,0,7,451409.48097110300
4527,4,2,1951,1.000117162994060,0,7,898403.5372117120
735,5,2,1973,3.416472655403560,0,9,198659.21988081500
2469,5,1,1987,4.438031200511210,2,9,600564.2006890620
4929,3,3,1971,4.057342296222530,2,5,1062899.029267780
2408,2,2,1975,1.13498417309608,0,8,476966.9362678020
875,5,1,1992,2.955119548064300,1,10,245941.05648799800
4030,4,1,2004,0.9751619568948800,0,1,844959.8412339090
3135,5,2,1988,0.7038258962588490,2,9,663727.5441240590
2070,4,2,1978,3.4537363672314500,1,8,473629.22154242000
3060,3,1,1969,2.9081855015615800,2,6,638284.4789553600
3891,5,3,1990,0.8691065834516190,1,3,833111.8086328950
3465,4,3,2003,0.657226608826948,2,3,749471.4241491090
4143,3,3,1969,4.953903860342010,1,8,891638.5086964630
4350,2,1,1968,0.6350959946708230,1,5,877752.3422257570
1372,4,2,2015,2.5003771387257200,1,10,377431.0643911780
1752,2,1,1979,2.77078561073463,1,7,373171.5899458200
1814,2,2,2002,1.0277606651020000,2,5,405940.62394306600
3398,1,3,1983,1.2607780029787200,2,8,706686.3209428940
577,5,3,1971,2.0831225288465900,1,10,185557.69648043400
3121,4,2,2016,3.927541442961480,1,10,728927.0713778210
4727,2,2,1955,2.7818709082712,2,4,976049.1314638920
1100,1,1,1976,3.370558435488330,1,2,241079.3234902560
1565,3,3,1959,4.933285497908040,1,3,368640.65842693400
2636,4,1,2022,3.9560244589094400,1,8,645781.7324767870
2949,2,1,1997,2.4546267416354800,0,7,641526.9853657570
2843,5,1,2019,2.508988648084470,1,2,691113.9194565740
2363,1,3,2008,3.2844743466845200,0,6,528869.8625493660
1818,2,1,2008,3.4941434378850700,1,9,441001.3484190840
4097,5,1,1951,2.753199166265020,2,4,852599.97505604
4262,2,1,1978,3.4018755026674100,0,9,894261.7196452520
2690,4,1,2017,0.6058962248634450,0,2,574383.5478606390
1492,4,1,2014,2.4333028875358000,1,2,366271.8455560510
3212,4,1,1975,1.7552213423306500,1,9,665969.5719032950
2692,1,3,1959,1.0812850035940000,0,7,525408.9155105910
1748,4,1,2002,0.9479593076394880,2,7,394408.57694920900
3554,5,2,2008,3.214364745266000,2,1,826606.0146181240
4533,2,1,1971,2.8562024621867500,1,6,940711.9831153800
2497,3,1,2000,1.6411285264836600,2,7,555012.7033097090
4187,5,3,1997,2.619275264476320,2,6,950877.0053637530
2651,5,3,1970,2.7150454183208400,1,6,601083.947569366
4518,4,2,1971,1.377540411973770,2,2,926094.1390762050
3610,1,2,1979,3.434418778467430,1,6,774150.0468123950
2470,2,3,1974,4.014137103737410,0,4,543160.4942000010
697,1,3,1977,4.061585934002840,1,9,202427.97400689800
3126,2,1,2014,3.211114238165550,0,1,708104.0557380340
1702,2,3,1994,2.8023736213355600,0,8,402002.4844273370
2535,1,2,2017,0.774532143524277,2,5,533656.3940212180
977,5,1,1956,1.7952408448322300,2,1,214146.49100738500
1754,2,2,1998,0.9197215105017650,2,4,398823.2673263780
1422,1,1,1958,4.837204223953130,1,1,313266.83650286900
919,2,3,1985,1.1078606580159200,2,6,217213.6452196610
2704,3,2,1950,1.1829893443299600,0,2,539133.0843265860
3097,5,1,1959,4.5030947824872100,2,5,697909.6503581120
1620,4,1,1985,4.74767727564406,2,7,418003.15725851600
3568,2,3,2022,3.9462306765570900,1,2,818706.7764361520
1450,3,3,1995,0.5243221565270140,1,6,325738.14789058200
2836,4,3,1981,0.5060582193045370,0,6,605369.8615424820
2743,4,2,1981,2.2014534640435300,1,5,606157.4972713310
3145,2,1,1955,1.1452791650490200,2,5,613606.1874695570
2357,1,3,1997,0.5827376396821880,1,3,503962.1877251640
2365,2,2,1987,2.588300102320270,0,10,510534.16038350600
3412,3,2,1966,4.743778538331370,2,10,744040.0563316270
3353,4,2,1976,1.9571880870609400,0,2,701368.1143168810
3728,2,3,2003,3.4751330529291300,1,7,816939.5874308390
4219,1,3,1999,3.4350590890959800,1,1,907601.7861704030
3728,2,1,1984,1.629860466493260,0,6,771385.1497807610
2871,5,1,1974,3.4269136197073900,2,6,636552.7524853060
3391,1,3,1977,1.4555028842910100,1,3,694917.3008745460
4256,3,2,1964,1.0490333610960000,1,2,852368.6069601660
4725,4,2,1953,3.6562247850186100,2,2,993240.2813625650
594,2,2,2022,1.0104836769676300,1,9,158856.84303466200
3174,1,1,1976,4.986091483652100,0,5,678385.989963216
2455,5,2,1975,1.325535805176030,1,7,531945.983279591
1293,1,1,1968,3.173638382404060,1,5,279607.45517641800
2334,5,1,1966,2.3511855713566500,2,7,515300.5927029040
2616,3,2,1992,1.068738900825500,0,4,542247.1622628620
4606,4,2,1990,0.6252975840983600,2,8,974421.4462019110
3825,3,3,1991,3.30229527031775,1,10,843637.4594569860
3419,2,3,1999,4.130409037051070,1,10,772740.0707275410
3097,1,2,1989,4.289070476780350,2,7,685644.2336178540
3705,5,1,1988,2.672210628846210,2,10,808905.5849604710
1314,5,1,1972,3.998549602320740,2,5,341956.2674322980
845,1,1,2001,3.5278121006984500,0,6,222673.0658697630
2849,1,1,1996,3.7591453737461000,1,5,604718.223692736
862,2,1,2012,2.7166955234981600,2,7,234762.8244790120
2943,3,3,2018,3.350352831089570,1,2,690305.8227623080
2765,5,2,1992,4.124866611092260,0,5,652434.7052233270
2688,2,3,1997,2.2904787900066000,0,10,601890.2919093700
3505,3,1,1983,4.126905053904130,0,3,753186.167662594
3781,2,1,1989,3.1640757925507800,0,9,792681.5184200830
1484,5,1,2010,1.246554609668540,1,6,360372.9780385630
2139,1,1,1999,0.6110787075106310,0,10,422950.9047116140
1327,1,2,2016,2.1323912017961800,0,3,312914.00307582000
3230,3,1,2011,2.9601334773335300,2,7,734110.0243598830
4031,4,2,2007,4.279191584915700,0,4,899849.5188200920
4951,3,1,1982,1.073685560631110,2,3,1017583.4273610000
3435,4,2,1965,4.100928564576110,0,8,729494.9061684580
4376,2,3,1997,4.383540707302520,0,4,953339.7306451160
626,2,1,1959,1.178093691503750,2,1,113576.51237037600
3677,5,2,1987,4.332174436868990,0,6,847131.2132821750
3556,4,3,1968,4.961541055292560,1,10,796875.0927818620
1103,5,1,1985,3.770774739717070,1,1,280149.1863612470
3949,1,1,2008,4.0314635682124500,0,5,833283.0644545740
4646,4,1,2012,4.974868704014930,1,7,1046163.3264236900
4033,3,2,1995,3.224665627366750,2,6,889107.6929684000
3867,1,2,1952,1.8854887190731200,0,2,760436.8893623690
3868,1,3,2014,4.26888875334225,0,4,864309.0323581440
4297,3,2,1957,3.2651859988023400,2,2,910000.3859570920
2292,1,2,2000,3.1153794067443000,2,1,512734.77889379300
3361,4,1,2022,1.6413599998131700,2,3,762769.5055574660
3976,5,1,1955,3.90350421312299,0,3,827432.4143465810
3917,1,1,1988,0.8675027413704330,2,7,780363.0627911760
2145,4,1,2009,4.6592918185759800,2,1,524818.9633293220
1705,2,1,1977,1.9662055734671800,1,9,354744.6305953100
3530,4,1,2003,1.074985937554960,1,6,754662.1768906610
3372,5,1,1986,2.4906493989608800,0,4,733900.7559066790
3572,4,3,1958,0.6911145916543990,1,3,729385.5524036870
2354,3,3,2005,3.5808178741923500,1,3,556236.7348047680
4521,5,3,2008,4.5621747970041000,2,2,1039730.2135109300
3208,2,3,1951,4.267683532123290,2,2,672640.7862957920
4002,3,1,2010,1.073162630515470,1,10,860129.7292090550
1832,4,3,2007,1.0682201169847900,1,5,432387.0410257920
701,5,1,2009,4.160455170459190,1,9,246717.9663664510
4007,2,3,1989,4.659144235714020,0,2,897176.5668201510
4712,3,2,1985,2.573014234250700,0,2,976572.7481782680
1074,2,3,1986,2.7453700261119500,0,6,251724.67925136000
1036,4,3,1967,1.9321791862357700,1,10,238220.48454485100
2125,2,1,2012,4.524193032153860,1,2,514184.1816653130
2622,1,3,1971,3.4020630738156000,0,4,561747.2624036100
885,3,2,1960,1.7971320972531600,0,6,194353.73613997600
3781,2,1,2007,1.8445229197441300,1,5,826587.7969711120
974,4,1,2006,4.5104003287862100,2,1,280961.6803897860
917,4,3,1953,0.5613531075761970,0,6,191907.6525048870
4100,2,1,1956,1.9522695772698700,1,1,809712.7379333260
1454,4,1,2010,2.9946050654736600,1,3,369854.9244932170
1705,5,1,2003,1.166978579446960,2,10,400306.9574091660
4620,5,1,2017,0.9144443938981540,1,5,985628.9692003930
2490,5,1,1950,4.16874348990752,1,10,567376.4006946470
4072,1,1,2004,4.524819748918280,0,5,889695.2695039130
4880,2,2,1952,4.206228893591850,0,10,1004325.3931894500
4658,1,3,1987,4.544545503818070,2,6,1021278.340082140
3213,4,2,1950,2.989003869762670,2,10,665309.7683934510
2703,1,1,1987,4.155161544456540,1,8,576620.3718535390
